Name,state,City,Address,Stars,Valoracion
Tijuana Flats,Florida,Clearwater,"2849 Gulf To Bay Blvd, Unit C",5,Muy bueno
Chipotle Mexican Grill,Missouri,Florissant,2391 N Hwy 67,1,Muy bueno
Taco Bus,Florida,Clearwater,505 S Gulfview Blvd,5,Muy bueno
Luciana's Mexican Restaurant and Cantina,Indiana,Indianapolis,3716 E 82nd St,5,Muy bueno
Casita Taqueria,Florida,Saint Petersburg,2701 4th St,2,Malo
Cafe Poca Cosa,Arizona,Tucson,110 E Pennington St,1,Malo
Los Cabos Mexican Grill,Indiana,Indianapolis,"8255 Craig St, Ste 130",5,Muy bueno
Topless Tacos And More,Florida,Port Richey,7045 Ridge Rd,2,Malo
The Tamale Place,Indiana,Indianapolis,222 E Market St,5,Muy bueno
Antonio's Mexican Grill,Nevada,Reno,95 N Sierra St,5,Muy bueno
Sabrina's West Street Kitchen,Nevada,Reno,138 West St,5,Muy bueno
Ariaane,Luisiana,New Orleans,634 Julia St,5,Muy bueno
Central Taco & Tequila,Nueva Jersey,Haddon Township,350 Haddon Ave,4,Muy bueno
Uptown Bar & Lounge,California,Santa Barbara,3126 State St,5,Muy bueno
Chevys Fresh Mex,Illinois,O'Fallon,1305 Central Park Dr,1,Malo
Jalisco Mexican Restaurant,Tennessee,Nashville,519 Donelson Pike,5,Muy bueno
Condado Tacos,Indiana,Indianapolis,838 Broad Ripple Ave,5,Muy bueno
El Purepecha,Pensilvania,Philadelphia,315 N 12th St,5,Malo
Taqueria Emanuel,Florida,Tampa,"2800 N Macdill Ave, Ste E",4,Muy bueno
EL Azabache Mexican Restaurant,Indiana,Indianapolis,"4200 S East St, Ste 11",5,Muy bueno
Bull Market Tampa,Florida,Tampa,4807 S Himes Ave,5,Muy bueno
Chihuahua's Cantina & Grill,Nevada,Reno,"7111 S Virginia St, Ste C",4,Muy bueno
La Tejana Taqueria,Missouri,Bridgeton,3157 N Lindbergh Blvd,5,Muy bueno
Chipotle Mexican Grill,Nevada,Reno,"6395 S Mccarran Blvd, Unit A",3,Malo
Tumerico,Arizona,Tucson,2526 E 6th St,5,Muy bueno
Frank's,Arizona,Tucson,3843 E Pima St,5,Muy bueno
Fogatas Mexican Restaurant - Franklin,Tennessee,Franklin,1010 Murfreesboro Rd,4,Muy bueno
Tacos Don Memo,Pensilvania,Philadelphia,270 S 38th St,5,Muy bueno
Cholita Taqueria,Indiana,Indianapolis,1001 Broad Ripple Ave,5,Muy bueno
La Corita Taco Shop,Pensilvania,Warminster,"77 Downey Dr, Unit 3",4,Muy bueno
East Beach Tacos,California,Santa Barbara,226 S Milpas St,5,Muy bueno
Dos Reyes Mexican Restaurant,Missouri,St. Louis,5912 Hampton Ave,4,Muy bueno
Oscar's Taco Shop,Tennessee,Smyrna,331 Sam Ridley Pkwy W,5,Muy bueno
Las Cazuelas Restaurant BYOB,Pensilvania,Philadelphia,426 W Girard Ave,1,Malo
Cozumel Mexican Restaurant,Tennessee,Smyrna,277 N Lowry St,5,Muy bueno
The Funky Taco,Idaho,Boise,801 W Bannock,2,Muy bueno
Buena Onda,Pensilvania,Philadelphia,1901 Callowhill St,5,Muy bueno
Capital Tacos,Florida,Saint Petersburg,5226 4th St N,5,Muy bueno
La Mulita,Indiana,Indianapolis,5215 N College Ave,4,Muy bueno
Taqueria Juanito's,Arizona,Tucson,708 W Grant Rd,5,Muy bueno
Chipotle Mexican Grill,Tennessee,Brentwood,269 Franklin Rd,1,Malo
Ciria's Cocina,Nevada,Reno,"6135 Lakeside Dr, Ste 138",5,Muy bueno
Club Taco,Missouri,Kirkwood,200 N Kirkwood Rd,5,Muy bueno
Mi Nidito Restaurant,Arizona,Tucson,1813 S 4th Ave,3,Muy bueno
Rigo's Restaurant,Arizona,Tucson,5851 N Oracle Rd,4,Muy bueno
MiCasa Too,Nevada,Reno,2205 W 4th St,2,Muy bueno
Mangos Mexican Restaurant,Tennessee,Hendersonville,300 Indian Lake Blvd,5,Muy bueno
Taco Bus,Florida,Treasure Island,9641 Gulf Blvd,3,Muy bueno
Victoria Tacos & Cerveza,Florida,Tampa,11625 Sheldon Rd,4,Muy bueno
Saint Anejo,Tennessee,Nashville,1120 Mcgavock St,5,Muy bueno
Los Amigos Restaurant,Florida,Ruskin,17 7th Ave NE,5,Muy bueno
Seoul Taco,Missouri,Chesterfield,46 4 Seasons Shopping Center,4,Muy bueno
Rubio's,Arizona,Tucson,2906 N Campbell Ave,2,Malo
El Limon,Pensilvania,Conshohocken,103 Spring Mill Ave,3,Muy bueno
Green Lemon,Florida,Tampa,915 S Howard Ave,5,Muy bueno
QDOBA Mexican Eats,Florida,Riverview,"13165 US 301, Ste G1",4,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,1,Malo
Taco Baby,Florida,Dunedin,235 Main St,5,Muy bueno
Karichimaka Restaurant,Arizona,Tucson,5252 S Mission Rd,4,Muy bueno
El Vez,Pensilvania,Philadelphia,121 S 13th St,5,Muy bueno
Lito's Take  Out,California,Santa Barbara,514 E Haley St,4,Muy bueno
El Pollo Loco,Arizona,Tucson,5601 E Broadway Blvd,5,Muy bueno
El Paso Mexican Grill,Luisiana,Kenner,2321 West Esplanade Ave,4,Muy bueno
Green Lemon,Florida,Tampa,915 S Howard Ave,4,Muy bueno
La Terraza,Tennessee,Nashville,5751 Nolensville Pike,2,Malo
La Roca,Pensilvania,Philadelphia,4161 Main St,2,Malo
Taco Bell,Missouri,Hazelwood,5950 Howdershell Rd,3,Malo
El Vez,Pensilvania,Philadelphia,121 S 13th St,3,Muy bueno
Sammy's Mexican Grill,Arizona,Catalina,16502 N Oracle Rd,5,Muy bueno
Three Brothers Grill,Pensilvania,Pottstown,1432 E High St,5,Muy bueno
Southwest Diner,Missouri,Saint Louis,6803 Southwest Ave,5,Muy bueno
Casa Juarez Mexican Town,Missouri,Maryland Heights,12710 Dorsett Rd,5,Muy bueno
Crazy Burrito,Florida,Tampa,2506 W Columbus Dr,3,Muy bueno
Saint Anejo,Tennessee,Nashville,1120 Mcgavock St,5,Muy bueno
Rosy's Taco Bar,Pensilvania,Philadelphia,2220 Walnut St,5,Muy bueno
Taco Dirty,Florida,Tampa,2221 W Platt St,5,Muy bueno
The Kolache Kitchen - New Orleans,Luisiana,New Orleans,4701 Freret St,5,Muy bueno
Burrito Bandito,Nevada,Sparks,"1425 George Ferris Dr, Ste M-171",3,Muy bueno
Taco Bell,Pensilvania,Warminster,430 York Rd.,1,Muy bueno
Three Brothers Grill,Pensilvania,Pottstown,1432 E High St,2,Muy bueno
Bakersfield,Indiana,Indianapolis,334 Massachusetts Ave,5,Muy bueno
Reforma Modern Mexican Mezcal + Tequila,Arizona,Tucson,"4340 N Campbell Ave, Ste 101",4,Muy bueno
Chili's,Arizona,Tucson,5150 E Broadway Blvd,5,Muy bueno
Tumerico,Arizona,Tucson,2526 E 6th St,5,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,Metairie,3224 Edenborn Ave,5,Muy bueno
El Sur Restaurant,Arizona,Tucson,5602 E 22nd St,5,Muy bueno
El Paso Mexican Grill,Luisiana,Kenner,2321 West Esplanade Ave,5,Muy bueno
Paco's Taqueria,Indiana,Indianapolis,4390 N Keystone Ave,5,Muy bueno
Ixca,Indiana,Indianapolis,5537 E Washington St,4,Muy bueno
Alberto’s,Tennessee,Gallatin,210 Douglas Bend Rd,5,Muy bueno
Bouchon,California,Santa Barbara,9 W Victoria St,5,Muy bueno
Loren & Mari Mexican Grill,Indiana,Carmel,2293 E 116th St,4,Muy bueno
Border Cafe,Delaware,Newark,483 Stanton Christiana Rd,5,Muy bueno
Taqueria Cuernavaca,California,Santa Barbara,201 W Carrillo St,4,Muy bueno
Rocco's Tacos and Tequila Bar - Tampa,Florida,Tampa,"2223 N Westshore Blvd, International Plaza",1,Muy bueno
El Tio Mexican Restaurant,Pensilvania,Berwyn,680 Lancaster Ave,5,Muy bueno
The Kolache Kitchen - New Orleans,Luisiana,New Orleans,4701 Freret St,5,Muy bueno
Estrella,Pensilvania,Downingtown,202 E Lancaster Ave,5,Muy bueno
CALI - Tampa Palms,Florida,Tampa,17004 Palm Pointe Dr,5,Muy bueno
Monterrey Taquería,Florida,Plant City,1302 W Reynolds St,2,Malo
Tequila Sunrise,Indiana,Brownsburg,1551 N Green St,5,Muy bueno
Capital Tacos,Florida,Land O' Lakes,6765 Land O' Lakes Blvd,5,Muy bueno
Tacos Apson,Arizona,Tucson,3501 S 12th Ave,4,Muy bueno
El Rancho Viejo,Pensilvania,Philadelphia,942 S 5th St,5,Muy bueno
Jalapenos Grill 2,Nueva Jersey,Haddon Township,901 White Horse Pike,5,Muy bueno
Jack in the Box,California,Goleta,6875 Hollister Ave,3,Malo
El Toro Loco,Tennessee,Hermitage,3915 Lebanon Pike,5,Muy bueno
Mis Antojitos Mexicanos,Florida,Brandon,3410 S Kings Ave,4,Muy bueno
El Potro,Illinois,Troy,614 Edwardsville Rd,4,Muy bueno
Tumerico,Arizona,Tucson,2526 E 6th St,5,Muy bueno
Santo Mezcal,California,Santa Barbara,119 State St,1,Malo
Los Compadres Mexican Restaurant,Nevada,Sparks,1250 Disc Dr,3,Muy bueno
Tacos Apson,Arizona,Tucson,3501 S 12th Ave,5,Muy bueno
Juan's Flying Burrito,Luisiana,New Orleans,2018 Magazine St,3,Muy bueno
Yard House,Indiana,Indianapolis,15 W Maryland St,5,Muy bueno
El Pollo Loco,Arizona,Tucson,5601 E Broadway Blvd,3,Muy bueno
Breakfast Stop,Arizona,Tucson,6135 E 22nd St,5,Muy bueno
Numex,Florida,Saint Petersburg,2710 Central Ave,2,Muy bueno
La Olla Mexican Cafe,Arizona,Marana,8553 N Silverbell Rd,4,Muy bueno
Comida,Indiana,Indianapolis,43 E 9th St,4,Muy bueno
Agave House,Luisiana,New Orleans,2549 Banks St,5,Muy bueno
Pueblo Lindo,Idaho,Meridian,"3327 N Eagle Rd, Ste 170",5,Muy bueno
Seis Kitchen,Arizona,Tucson,1765 E River,1,Malo
Tempo Nashville,Tennessee,Nashville,2179 Nolensville Pike,5,Muy bueno
Baja Burrito,Tennessee,Nashville,722 Thompson Ln,5,Muy bueno
Kettner Coffee Supply,Tennessee,Nashville,"1035 W Eastland Ave, Ste 1045",3,Muy bueno
Salsa Verde Restaurant,Arizona,Tucson,210 N Pantano Rd,4,Muy bueno
Los Agaves,California,Santa Barbara,2911 De La Vina St,1,Malo
Margaritas Mexican Restaurant,Pensilvania,Lansdale,1650 Sumneytown Pike,2,Muy bueno
Uncle Julio's,Tennessee,Brentwood,209 Franklin Rd,5,Muy bueno
The Little One,Arizona,Tucson,151 N Stone Ave,5,Muy bueno
Taco Amigo,Florida,Zephyrhills,5009 Gall Blvd,4,Muy bueno
Samano's Mexican Food,Indiana,Fishers,8594 E 116 St,5,Muy bueno
Livery - Indianapolis,Indiana,Indianapolis,720 N College Ave,4,Muy bueno
Verde,Indiana,Fishers,11680 Commercial Dr,3,Muy bueno
The Quesadillas,Arizona,Tucson,2418 N Craycroft Rd,5,Muy bueno
Mad Mex - Willow Grove,Pensilvania,Willow Grove,2862 W Moreland Rd,4,Muy bueno
Juan's Flying Burrito,Luisiana,New Orleans,515 Baronne St,1,Regular
Central Taco & Tequila,Nueva Jersey,Haddon Township,350 Haddon Ave,3,Malo
Lolis Mexican Cravings,Florida,Tampa,8005 Benjamin Rd,4,Muy bueno
Tacos El Gordo,Luisiana,Kenner,2560 Williams Blvd,1,Muy bueno
La Hacienda,Indiana,Carmel,12480 N Meridian St,5,Muy bueno
La Parrilla Suiza,Arizona,Tucson,5602 E Speedway Blvd,3,Malo
Super Taqueria,Nevada,Reno,"9333 Double R Blvd, Ste 1650",5,Muy bueno
Fuzzy's Taco Shop,Florida,Brandon,2874 Providence Lake Blvd,3,Muy bueno
California Tortilla,Pensilvania,Levittown,Langhorne Square 1295 East Lincoln Hwy,3,Muy bueno
Zeppelin,Nevada,Reno,1445 S Meadows Pkwy,5,Muy bueno
Taco Bus,Florida,Tampa,4320 W Gandy Blvd,3,Muy bueno
La Parrilla Suiza,Arizona,Tucson,4250 W Ina Rd,4,Muy bueno
Bartaco,Florida,Tampa,1601 W Snow Ave,5,Muy bueno
Jack in the Box,Tennessee,Franklin,3000 Mallory Ln,1,Muy bueno
Iguana's Mexican Restaurant,Indiana,Brownsburg,"680 E 56th St, Ste A",5,Muy bueno
Beto's Mexican Food,Nevada,Reno,575 W 5th St,5,Muy bueno
Salsa Verde Restaurant,Arizona,Tucson,210 N Pantano Rd,5,Muy bueno
Plazita Mexico Cafe,Arizona,Tucson,20 N Sarnoff Dr,5,Muy bueno
Mission Taco Joint - Central West End,Missouri,St. Louis,398 N Euclid Ave,1,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,3,Malo
La Placita Cafe,Arizona,Tucson,"2950 N Swan Rd, Ste 131",3,Muy bueno
Charro del Rey,Arizona,Tucson,178 E Broadway Blvd,5,Muy bueno
Nico's Taco Shop,Arizona,Oro Valley,11165 N La Canada Dr,3,Malo
Primo's Deli Cafe,Florida,Tampa,"101 N Franklin St, Ste F",5,Muy bueno
Taco Maya,Pensilvania,Exton,250 Eagleview Blvd,4,Muy bueno
Punch Bowl Social Indianapolis,Indiana,Indianapolis,120 South Meridian St,1,Muy bueno
Tamarindos Restaurant,Pensilvania,Flourtown,726 Bethlehem Pike,4,Muy bueno
The Spot,California,Carpinteria,389 Linden Ave,4,Muy bueno
Chuy's Mesquite Broiler - Marana,Arizona,Tucson,6741 N Thornydale Rd,2,Muy bueno
Tacos Don Memo,Pensilvania,Philadelphia,270 S 38th St,5,Muy bueno
Cactus Cantina,Delaware,Wilmington,211 W 9th St,1,Muy bueno
Nudie's Honky Tonk,Tennessee,Nashville,409 Broadway Ave,4,Muy bueno
Juan's Flying Burrito,Luisiana,New Orleans,515 Baronne St,3,Muy bueno
Mangos Mexican Restaurant,Tennessee,Hendersonville,300 Indian Lake Blvd,2,Muy bueno
Pueblo Nuevo Mexican Restaurante & Cantina,Missouri,Hazelwood,7401 N Lindbergh Blvd,4,Muy bueno
HiFalutin Rapid Western Grill,Arizona,Tucson,6780 N Oracle Rd,3,Muy bueno
Heffe,Pensilvania,Philadelphia,1431 Frankford Ave,2,Muy bueno
La Hacienda Restaurant,Arizona,Oro Valley,"11931 N 1st Ave, Ste 104",4,Muy bueno
Tired Hands Fermentaria,Pensilvania,Ardmore,35 Cricket Ter,4,Muy bueno
Taqueria Guanajuato,Florida,Ruskin,308 1st St NE,5,Muy bueno
Mission Taco Joint - Central West End,Missouri,St. Louis,398 N Euclid Ave,5,Muy bueno
Las Margaritas,Pensilvania,Philadelphia,2538 Welsh Rd,1,Malo
Santo Mezcal,California,Santa Barbara,119 State St,5,Muy bueno
Taqueria Olvera,Illinois,Fairview Heights,341 Market Pl,2,Muy bueno
El Jefe's Cantina,Nevada,Reno,500 N Sierra St,5,Muy bueno
EL Azabache Mexican Restaurant,Indiana,Indianapolis,"4200 S East St, Ste 11",4,Muy bueno
Soul Rebel Cocina,Pensilvania,Philadelphia,8016 Frankford Ave,5,Muy bueno
Amigos Tortilla Bar,Florida,St Petersburg,681 Central Ave,2,Muy bueno
Rollies Mexican Patio,Arizona,Tucson,4573 S 12th Ave,5,Muy bueno
Taqueria Guerrero,Luisiana,New Orleans,208 N Carrollton Ave,2,Muy bueno
District Taco,Pensilvania,King Of Prussia,"100 Main St, Ste 130",4,Muy bueno
Samano's Mexican Food,Indiana,Fishers,8594 E 116 St,4,Muy bueno
El Limon - Ambler,Pensilvania,Ambler,38 E Butler,5,Muy bueno
La Hacienda Mexican Restaurant,Indiana,Indianapolis,6825 Graham Rd,5,Muy bueno
Jack in the Box,Missouri,Hazelwood,6100 Howdershell Rd,2,Malo
Lolita,Pensilvania,Philadelphia,106 S 13th St,4,Muy bueno
El Tapatio Mexican Restaurant,Delaware,Wilmington,1700 Philadelphia Pike,1,Muy bueno
El Jefe's Cantina,Nevada,Reno,500 N Sierra St,4,Muy bueno
Nico's Taco Shop,Arizona,Tucson,8295 N Cortaro Rd,5,Muy bueno
Chile Y Limón,Indiana,Indianapolis,"6985 W 38th St, Ste 500",5,Muy bueno
Taqueria Emanuel,Florida,Tampa,"2800 N Macdill Ave, Ste E",5,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,5,Muy bueno
Charro del Rey,Arizona,Tucson,178 E Broadway Blvd,4,Muy bueno
El Gato Negro,Luisiana,New Orleans,800 S Peters St,5,Muy bueno
Rey Azteca,Pensilvania,Warminster,80 York Rd,4,Muy bueno
El Cisne Restaurant,Arizona,Tucson,4717 E Sunrise Dr,1,Malo
Yard House,Indiana,Indianapolis,15 W Maryland St,4,Muy bueno
Carlitos Cafe Y Cantina,California,Santa Barbara,"1324 State St, Ste A",5,Muy bueno
Los Nopales Mexican Restaurant,Arizona,Tucson,3051 S Kinney Rd,5,Muy bueno
Ole' Mexican Grill,Arizona,Tucson,2080 W Orange Grove Rd,4,Muy bueno
Reforma Modern Mexican Mezcal + Tequila,Arizona,Tucson,"4340 N Campbell Ave, Ste 101",1,Malo
Señor Taco,Florida,Pinellas Park,"6447 Park Blvd N, Ste 2",5,Muy bueno
Goyita's,Arizona,Oro Valley,"10420 N La Canada Dr, Ste 180",5,Muy bueno
Tin Roof Tacos,Idaho,Boise,115 S Broadway Ave,5,Muy bueno
Chavelita's Cocina Mexicana,Nevada,Reno,2080 Mill St,5,Muy bueno
Vegan GreenGO,California,Santa Barbara,3613 State St,4,Muy bueno
La Tia & Pancho's Cantina & Grill,Missouri,Saint Charles,140 N Main St,1,Muy bueno
The Kolache Kitchen - New Orleans,Luisiana,New Orleans,4701 Freret St,5,Muy bueno
Ciria's Cocina,Nevada,Reno,"6135 Lakeside Dr, Ste 138",5,Muy bueno
Nueva Cantina,Florida,Tampa,4918 S MacDill Ave,5,Muy bueno
El Meson-Plainfield,Indiana,Plainfield,1724 E Main St,3,Muy bueno
Mari Chuy's - Midtown,Nevada,Reno,764 S Virginia St,2,Muy bueno
Rancho Rustico Restaurant,Arizona,Tucson,10275 E Old Vail Rd,3,Muy bueno
Tacodelphia,Pensilvania,Philadelphia,427 S Broad St,5,Muy bueno
Los Comparres,Florida,Tampa,5305 N Armenia Ave,5,Muy bueno
The Velvet Cactus,Luisiana,New Orleans,6300 Argonne Blvd,5,Muy bueno
Guilli's Pizza & Mexican Cuisine,Nueva Jersey,Willingboro,"320 Beverly Rancocas Rd, Ste 2A",5,Muy bueno
Rancho Rustico Restaurant,Arizona,Tucson,10275 E Old Vail Rd,5,Muy bueno
Capital Tacos,Florida,Wesley Chapel,"27209 State Rd 56, Fl 56",5,Muy bueno
Revolucion,Indiana,Indianapolis,1132 Prospect St,1,Malo
Taco Bell,Nueva Jersey,Magnolia,401 S. Whitehorse Pike,4,Muy bueno
Red's Broken Bat,Nevada,Reno,"250 Evans Ave, Ste 101",1,Malo
Nada,Indiana,Indianapolis,11 W Maryland St,4,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,Metairie,3224 Edenborn Ave,5,Muy bueno
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",Arizona,Tucson,750 N Kolb Rd,5,Muy bueno
Casa Toro Doylestown,Pensilvania,Doylestown,4969 Swamp Rd,5,Muy bueno
El Ok Corral Mexican Restaurant,Tennessee,Old Hickory,14841 Lebanon Rd,1,Malo
Chili's,Luisiana,Harvey,1741 Manhattan Blvd,1,Muy bueno
Pan Filo's,Florida,Clearwater,656 S Gulfview Blvd,3,Malo
Inglewood Lounge,Tennessee,Nashville,3914 Gallatin Pike,5,Muy bueno
Fuzzy's Taco Shop,Missouri,Manchester,1288 Old Orchard Ctr,4,Muy bueno
Chipotle Mexican Grill,Arizona,Tucson,1202 W Irvington Rd,3,Muy bueno
Los Portales,Tennessee,Cane Ridge,6448 Nolensville Rd,3,Muy bueno
La Tejana Taqueria,Missouri,Bridgeton,3157 N Lindbergh Blvd,5,Muy bueno
El Maguey,Illinois,Edwardsville,1534 Troy Rd,2,Malo
El Berraco,Arizona,Tucson,2960 N 1st Ave,5,Muy bueno
El Vez,Pensilvania,Philadelphia,121 S 13th St,1,Malo
Dos Gringos Mexican Kitchen,Pensilvania,Media,113 S Olive St,5,Muy bueno
Tex Mex Connection,Pensilvania,North Wales,201 E Walnut St,5,Muy bueno
Tarpon Taqueria,Florida,Tarpon Springs,210 Dodecanese Blvd,2,Muy bueno
Corazon Cocina,California,Santa Barbara,"38 W Victoria, Unit 122",5,Muy bueno
Chili's,Pensilvania,Jenkintown,817 Old York Rd,2,Regular
Casa Grande Mexican Restaurant & Cantina,Nevada,Reno,"1655 Robb Dr, Ste 1",5,Muy bueno
Provecho Mexican Grill,Pensilvania,Huntingdon Valley,2807 Philmont Ave,1,Malo
Fiesta Mexicana,Nevada,Reno,10555 Stead Blvd,5,Muy bueno
Biscuits Cafe,Indiana,Indianapolis,1035 Broad Ripple Ave,4,Muy bueno
Cinco De Mayo Mexican Restaurant - Whitebridge,Tennessee,Nashville,358 White Bridge Pike,4,Muy bueno
Chili's,Pensilvania,Jenkintown,817 Old York Rd,1,Malo
La Michoacana,Nevada,Reno,4950 S Virginia St,3,Muy bueno
Tres Caminos,Illinois,Caseyville,601 N Main St,5,Muy bueno
Parrilla Grill,Idaho,Boise,1512 N 13th St,5,Muy bueno
Parrilla Grill,Idaho,Boise,1512 N 13th St,5,Muy bueno
Tres Gauchos,Tennessee,Nashville,3955 Nolensville Pike,2,Malo
Mexican Food Factory,Nueva Jersey,Marlton,601 W Rte 70,3,Muy bueno
Milo Restaurant,Pensilvania,Philadelphia,3426 Conrad St,5,Muy bueno
Salty Cowboy,Indiana,Zionsville,55 E Oak St,3,Muy bueno
Tierra Caliente,Pensilvania,Conshohoeken,126 Fayette St,1,Malo
Dos Reyes Mexican Restaurant,Missouri,St. Louis,5912 Hampton Ave,4,Muy bueno
El Rio Bakery,Arizona,Tucson,901 N Grande Ave,5,Muy bueno
Benny's Restaurant,Arizona,Tucson,2702 E Grant Rd,5,Muy bueno
Burritos,Pensilvania,Yardley,15 S Main St,3,Malo
Xtreme Tacos,Florida,Tampa,310 East Waters Ave,5,Muy bueno
Plaza Azteca - Sicklerville,Nueva Jersey,Sicklerville,611 Cross Keys Rd,5,Muy bueno
Casita Taqueria,Florida,St. Petersburg,2663 Central Ave,5,Muy bueno
Delgado's Mexican Foods,California,Carpinteria,4401 Carpinteria Ave,5,Muy bueno
Azteca Mexican Restaurant,Missouri,Fenton,34 Western Plz,2,Muy bueno
On The Border Mexican Grill & Cantina,Pensilvania,Exton,102 Bartlett Ave,3,Malo
Chili's,Pensilvania,North Wales,544 Dekalb Pike,1,Malo
Verde Flavors Of Mexico,Indiana,Carmel,1111 W Main St,5,Muy bueno
Loco Pez,Pensilvania,Philadelphia,2401 E Norris St,5,Muy bueno
Taco Bell,Missouri,Saint Louis,501 Chouteau,1,Malo
"BLT's - Breakfast, Lunch and Tacos",Missouri,St. Louis,626 N 6th St,5,Muy bueno
Taco Bus,Florida,Clearwater,505 S Gulfview Blvd,5,Muy bueno
Marina Cantina,Florida,Clearwater Beach,25 Causeway Blvd,3,Muy bueno
Mr Tequila's Cantina & Grill,Indiana,Indianapolis,931 S East St,3,Muy bueno
El Charro Cafe,Arizona,Tucson,311 N Court Ave,5,Muy bueno
QDOBA Mexican Eats,Illinois,Edwardsville,"2100 Troy Rd, Ste 5",2,Muy bueno
Taco Bell,Luisiana,Kenner,3012 Loyola Drive,1,Muy bueno
Rio Grande MX Cocina,Illinois,Fairview Heights,47 Ludwig Dr,4,Muy bueno
Pueblo Real Mexican Restaurant - Franklin,Tennessee,Franklin,1340 W Main St,5,Muy bueno
Los Agaves,California,Santa Barbara,2911 De La Vina St,5,Muy bueno
Red Mesa Mercado,Florida,St. Petersburg,1100 1st Ave N,2,Malo
Cerveza Jack's,Tennessee,Nashville,135 2nd Ave N,3,Muy bueno
Calle 75 Downtown,Idaho,Boise,110 N 11th St,2,Muy bueno
Casa Blanca Restaurant,California,Santa Barbara,330 State St,1,Malo
Pancho's Restaurant of San Ann,Florida,San Antonio,32804 Pennsylvania Ave,5,Muy bueno
Chipotle Mexican Grill,Missouri,Clayton,1 N Central Ave,1,Malo
Guadalajara Original Grill,Arizona,Tucson,7360 N Oracle Rd,4,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,5,Muy bueno
Sandbar,California,Santa Barbara,514 State St,3,Muy bueno
Chili's,Indiana,Indianapolis,6020 W 86th St,1,Malo
Amigos Tortilla Bar,Florida,St Petersburg,681 Central Ave,5,Muy bueno
Chili's,Pensilvania,Bala Cynwyd,175 E City Ave,1,Malo
Ma &  Pa’s Tex-Mex BBQ,Nueva Jersey,Mount Laurel,116 Creek Rd,4,Muy bueno
Taquitos Mexican,Florida,St Petersburg,9617 Bay Pines Blvd,5,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,5,Muy bueno
Chava's Mexican Restaurant,Missouri,Saint Louis,925 Geyer Ave,5,Malo
Goyita's,Arizona,Oro Valley,"10420 N La Canada Dr, Ste 180",1,Muy bueno
Chili's,Florida,Odessa,16420 State Rd 54,3,Muy bueno
Salsa Verde Restaurant,Arizona,Tucson,210 N Pantano Rd,5,Muy bueno
El Toluco Taqueria & Grocery,Missouri,Saint Louis,14234 Manchester,5,Malo
Gringo Tacos + Burgers,Missouri,St. Louis,635 Washington Ave,2,Malo
Bull Market Tampa,Florida,Tampa,4807 S Himes Ave,5,Muy bueno
Villa Mexican Food,Arizona,Tucson,2840 W Ina Rd,3,Muy bueno
El Mirasol Bakery,Florida,Plant City,1419 S Collins St,1,Muy bueno
Chipotle Mexican Grill,Missouri,Saint Louis,1500 S Hanley Rd,4,Muy bueno
The Quesadillas,Arizona,Tucson,2418 N Craycroft Rd,5,Muy bueno
Neveria La Vallesana,Missouri,St. Louis,2801 Cherokee St,2,Muy bueno
Lucianas Mexican Restaurant,Indiana,Indianapolis,1850 Broad Ripple Ave,4,Muy bueno
Angie's Luncheonette,Nueva Jersey,Bordentown,15 Park St,5,Muy bueno
Tijuana Flats,Florida,St. Petersburg,2117 66th St. N.,5,Muy bueno
Taco Giro Mexican Grill - W Valencia,Arizona,Tucson,2750 W Valencia Rd,5,Muy bueno
Comida,Indiana,Indianapolis,43 E 9th St,5,Muy bueno
The Spot,California,Carpinteria,389 Linden Ave,5,Muy bueno
Las Fuentes Mexican Restaurant,Missouri,Saint Louis,6025 Telegraph Rd,1,Muy bueno
Gia's Blue Water Taqueria,Florida,Madeira Beach,212 Johns Pass Boardwalk E,5,Muy bueno
Baja Cafe on Campbell,Arizona,Tucson,2970 N Campbell Ave,2,Malo
Taco De Oro,Florida,Lutz,1209 E Bearss Ave,5,Muy bueno
Lucianas Mexican Restaurant,Indiana,Indianapolis,1850 Broad Ripple Ave,5,Muy bueno
Guadalajara Original Grill,Arizona,Tucson,7360 N Oracle Rd,3,Muy bueno
Felipe's Mexican Taqueria - French Quarter,Luisiana,New Orleans,301 N Peters St,4,Muy bueno
Three Brothers Grill,Pensilvania,Collegeville,611 Gravel Pike,5,Muy bueno
Mission Taco Joint - Central West End,Missouri,St. Louis,398 N Euclid Ave,1,Malo
Street- Taco and Beer Co.,Arizona,Tucson,58 W Congress St,3,Muy bueno
The Quesadillas,Arizona,Tucson,2418 N Craycroft Rd,5,Muy bueno
